DP;Departamento;MPIO;Municipio;Superficie;PopTot;Rural;Region
15;Boyacá                  ;15723;   Sa!ti'vasu#r   ;53,87460742;1177;69;Región Centro Oriente
15;Boyacá               ;15740;S*iachoqu#e   ;110,7392409;7275;79,7;Región Centro Oriente
15;Boya%cá      ;15753;S*oat'#?á ;124,7657112;9597;26,1;Región Centro Oriente
15; Boyacá     ;15755;  *& #Socotá;650,4243621;7770;76,1;Región Centro Oriente
15;Boyacá               ;15757;S*o!c#ha;152,6722169;8592;43,8;Región Centro Oriente
15;Boyacá   >               ;15759; S*?o!g#amo&so;202,7560588;139021;10,8;Región Centro Oriente
15;Boya%cá >    ;15761; Som*on&'#doco ;61,63665655;3096;73,4;Región Centro Oriente
15; Boyacá     ;15762; 'S?!*#ora;46,81298832;3292;80,3;Región Centro Oriente
15; Boya%cá     ;15763; S#o'taqui&?rá;267,2607481;8876;85,2;Región Centro Oriente
15;Boya%cá   >               ;15764;S!#oracá ;58,23205858;6481;70,6;Región Centro Oriente
15;   Boya%cá               ;15774;Su*s?!a'cón   ;183,5527089;2882;73,9;Región Centro Oriente
15;Boyacá                  ;15776; Sutama*?r'chán;94,23997995;6648;60,7;Región Centro Oriente
15; Boyacá     ;15778; Suta?tenza ;38,02438672;4575;78,5;Región Centro Oriente
15;   Boyacá                  ;15790;T?a&sco;221,2785365;6289;68,4;Región Centro Oriente
15;   Boyacá   >            ;15798;T'e&*#?nza;47,04645948;4143;66,8;Región Centro Oriente
15;   Boyacá               ;15804;Tiba#!ná ;133,5237338;9781;77;Región Centro Oriente
15; Boya%cá     ;15806;Tibaso?'sa;89,05048649;14184;63,8;Región Centro Oriente
15; Boya%cá     ;15808;T&i*#n?ja'cá;86,40728615;3563;73,1;Región Centro Oriente
15; Boya%cá >    ;15810; Ti#pacoq?ue ;73,77688749;3548;68,2;Región Centro Oriente
15; Boya%cá      ;15814;Toca;180,6686045;9540;48,1;Región Centro Oriente
15;Boyacá     ;15816;   To#*g?üí   ;98,34186318;4659;81,9;Región Centro Oriente
15;Boyacá   >            ;15820; Tó!p&'*ag?a ;33,94555567;3906;67,3;Región Centro Oriente
15; Boyacá      ;15822;Tot#a ;203,9881441;5627;79,5;Región Centro Oriente
15; Boyacá >    ;15832;   &Tun!unguá   ;26,85215965;1645;79,2;Región Centro Oriente
15;Boyacá                  ;15835;  ! Tur?mequé&   ;77,20928163;6598;62,6;Región Centro Oriente
15;Boyacá      ;15837;  ! Tut*a&   ;179,5548229;9008;67,5;Región Centro Oriente
15; Boyacá     ;15839;   T?u&!ta#zá;121,7913254;2204;88,2;Región Centro Oriente
15;Boyacá     ;15842; *  #Um&bi?ta;134,6244498;8120;82,2;Región Centro Oriente
15;Boyacá      ;15861; Ven!taq*uemada;162,5815475;17192;80,9;Región Centro Oriente
15;   Boyacá                  ;15879;Vira&cac!?há '  ;63,72222435;3024;81,5;Región Centro Oriente
15;   Boya%cá                  ;15897;   Zetaquira#&   ;226,7360575;4996;70,6;Región Centro Oriente
17;Ca%l>das;17001;Maniza&l?es! '  ;400,1334751;459262;5,2;Región Eje Cafetero 
17;Caldas;17013; Ag?u*adas;475,9068736;23649;45,1;Región Eje Cafetero 
17;   Caldas   ;17042;  #?! 'Anserma;204,842104;37757;39,8;Región Eje Cafetero 
17; Cald>as;17050;Ar?a#nz!azu;144,1025122;10910;31;Región Eje Cafetero 
17;   Caldas   ;17088;B?elalc&#ázar;113,8998582;10995;51,7;Región Eje Cafetero 
17;Ca%ldas ;17174;  & Chinch'?i#ná;109,9463373;53884;10,6;Región Eje Cafetero 
17; Cald>as;17272;  * Fi&ladelfia   ;198,981471;11779;60,8;Región Eje Cafetero 
17;Cald>as ;17380;La   ?'Dora*da!   ;601,9897204;75837;11,5;Región Eje Cafetero 
17;Caldas   ;17388;   'La   Me*!r?ced;87,38438486;6312;58;Región Eje Cafetero 
17;Caldas ;17433;   Ma?nzanares #!  ;181,1714389;18872;37,9;Región Eje Cafetero 
17;Cald>as;17442; M!ar'#mato ;40,36535103;9341;83,3;Región Eje Cafetero 
17;   Ca%ld>as   ;17444;   Mar*quetalia   ;87,52370841;13763;46,8;Región Eje Cafetero 
17; Caldas;17446;   Marula&!nda   ;364,9408204;2743;63,9;Región Eje Cafetero 
17;   Cald>as;17486;Neira   ;363,6694019;21755;39,7;Región Eje Cafetero 
17;Caldas ;17495;Norca&!'si?a   ;233,7417169;6168;29,6;Región Eje Cafetero 
17;Caldas;17513;Pá*!co'ra&   ;248,8359682;15866;46,9;Región Eje Cafetero 
17; Caldas ;17524;P!al&esti#na ;105,9355735;16121;62,3;Región Eje Cafetero 
17;Caldas   ;17541;Pe'!#n&si?lvania;499,0931936;20450;55,2;Región Eje Cafetero 
17; Ca%ldas;17614;Rio?s!uc#'io;377,8595119;54360;59,4;Región Eje Cafetero 
17;Caldas ;17616;Risaral#'&*da;85,74607318;11367;54,3;Región Eje Cafetero 
17;Caldas   ;17653; Salam#'ina;423,1605106;20172;37,3;Región Eje Cafetero 
17; Ca%ldas ;17662; S?aman!á ;810,1518623;21527;64,2;Región Eje Cafetero 
17;Caldas ;17665; S?an &J'osé;58,8937381;4978;67,7;Región Eje Cafetero 
17;   Cald>as;17777;   Supía;120,5695175;30136;48,3;Región Eje Cafetero 
17;   Ca%ldas   ;17867;   Victor&'ia;527,1354695;10571;52,7;Región Eje Cafetero 
17;   Caldas;17873;Vi#?llamar*ía;499,8671803;69415;10,9;Región Eje Cafetero 
17;Ca%ldas ;17877; &  !#Vite'rbo;114,0162143;13292;13,8;Región Eje Cafetero 
18;Ca%qu>etá   ;18001;   !Fl&ore?ncia   ;2480,075676;180323;11,5;Región Centro Sur
18; Ca%qUetá ;18029;Al&!b*ani?#a   ;424,1670745;4835;50,7;Región Centro Sur
18; Caquetá ;18094; Belén de &Los A#ndaq'ui*es ;1279,909484;11644;36,7;Región Centro Sur
18; Caqu>etá;18150;   C'artagena   d#*el   C&hai?rá   ;13146,61044;33032;46,5;Región Centro Sur
18;Ca%qu>etá ;18205;Cur&#'illo   ;403,1239077;8150;29,3;Región Centro Sur
18; Caque>tá;18247;  !& *El   Doncel#lo   ;1165,91706;20491;29,4;Región Centro Sur
18;Caquetá;18256;E*l P#auj!il;1344,980025;19426;49,3;Región Centro Sur
18;CaqUetá ;18410;La   M#o?ntañita '  ;1724,254655;15695;80,4;Región Centro Sur
18;Ca%qU>etá ;18460;   M!i'lán;1134,308851;10421;87,7;Región Centro Sur
18;   Ca%quetá;18479;   M#ore*lia   ;492,6922077;3953;44,2;Región Centro Sur
18;Ca%qUetá;18592;Puerto&* R#ico ;4542,146106;28084;42,9;Región Centro Sur
18;Caqu>etá;18610;San' &  Jo#sé   del   Fragua;1313,471476;13886;47,8;Región Centro Sur
18; CaqUe>tá ;18753;San #Vicente del Caguán;18524,05867;54932;51,2;Región Centro Sur
18;   Ca%quetá;18756;   So&la*no;45372,23923;12196;73,5;Región Centro Sur
18; Ca%qUetá ;18785;S*#oli?ta;505,6046792;6421;38,9;Región Centro Sur
18;Ca%quetá   ;18860;  * Valp!araíso;1280,721346;7395;65,4;Región Centro Sur
19; Cau>ca;19001;  ? 'Popayán &  ;464,7400033;346403;18,4;Región Pacífico
19;CaUca;19022;Almag?ue!*r ;250,6408068;19850;94,8;Región Pacífico
19;   Cauca   ;19050;Arg#?elia;818,8330064;28420;91,5;Región Pacífico
19;   Ca%uca;19075;   ?Bal!boa &  ;398,1449241;22863;76,3;Región Pacífico
19; Ca%Uca ;19100;Bolí#v*ar   ;779,7139845;40107;88,8;Región Pacífico
19; Cau>ca;19110; B*&#u!en'os Aires;431,547802;36190;97,8;Región Pacífico
19;   Cauca   ;19130;   C*aj!i&bío;589,1779188;45481;96,5;Región Pacífico
19; Ca%Uca ;19137; ?  *Cal'dono;377,1932381;43643;96,4;Región Pacífico
19;Ca%Uca;19142; Cal?!#oto;252,523933;31802;84;Región Pacífico
19;   Cauca;19212;Co#!r&i'n*to;333,4236684;27394;52,1;Región Pacífico
19;   Ca%U>ca   ;19256;El#   Tambo*?'   ;2854,433657;58323;96;Región Pacífico
19;CaU>ca;19290;Florenc&'!ia;58,59291221;5572;78,7;Región Pacífico
19;Cau>ca;19318;G?ua#!pi ;2417,387327;29836;50,8;Región Pacífico
19; CaU>ca;19355;I?n'zá;886,2929327;31405;97,2;Región Pacífico
19; Ca%Uca;19364;Ja*&mba!ló ;234,0864988;19482;91,2;Región Pacífico
19;Cau>ca;19392;La '*  !S&ierra   ;209,0813013;11518;85,2;Región Pacífico
19;CaUca   ;19397;La   Vega   ;478,2591608;26557;97,5;Región Pacífico
19;   CaU>ca   ;19418; &#'!López;3686,158594;20176;91,7;Región Pacífico
19; Cau>ca ;19450; #Mercaderes;693,706264;25437;75,7;Región Pacífico
19; CaUca ;19455; Mir&'?anda;176,0966376;34092;44,1;Región Pacífico
19;Ca%Uca ;19473; M!orales ;484,2704133;42419;95,5;Región Pacífico
19;Ca%Uca ;19513; Pa!#'&dilla;67,07959424;10720;56,7;Región Pacífico
19;   CaUca;19517;Pá!'ez;1695,760755;50082;95,9;Región Pacífico
19;Cau>ca   ;19532; P?atí!a ;804,4117226;39800;65,1;Región Pacífico
19; Ca%uca ;19533;   Piamo'#nte;1054,920559;9919;78;Región Pacífico
19;   CaU>ca;19548; Piendamó ;179,2395242;44400;67,2;Región Pacífico
19;CaUca ;19573;Puer?to   T!*ejada;113,822094;45047;14,8;Región Pacífico
19;Ca%Uca;19585; P?u&r#ac'é ;805,4146786;18804;91,9;Región Pacífico
19; CaU>ca ;19622;R!os?a*s ;176,3284607;12393;92,2;Región Pacífico
19;CaUca;19693;San   Se'b?astián;447,4879665;11872;95,6;Región Pacífico
19;   CaUca   ;19698;Sant#ander*   de   ?Quilichao   ;553,8078645;119121;54,6;Región Pacífico
19; Cauca ;19701;Sa#nta   R*osa!   ;3939,712501;5757;89,2;Región Pacífico
19; Cauca ;19743;Silvia ;637,3193349;40773;90,4;Región Pacífico
19; CaUca;19760; S'o*ta?ra;488,1387744;15164;97,6;Región Pacífico
19;Ca%Uca;19780;Su?ár!&ez;403,9080306;34402;82,7;Región Pacífico
19;CaUca ;19785; S&?uc#re;128,273033;10163;84,5;Región Pacífico
19;Ca%uca   ;19807;T'i?*mb#ío;212,9188259;38470;61,1;Región Pacífico
19;   Ca%u>ca   ;19809;   &Timb#iquí   ;1972,879199;28375;77,9;Región Pacífico
19; Cauca ;19821;T&ori!bi#'o ?  ;464,7647388;37962;95;Región Pacífico
19;Cauca ;19824; #?Tot'!oró ;409,0245502;26832;96,4;Región Pacífico
19; Ca%uca;19845;   V'&illa   Rica;89,43455076;22360;32,8;Región Pacífico
20;   Cesar;20001;Va'&l!#ledupar;3786,701779;575225;12,4;Región Caribe
20;   Cesar   ;20011; Ag?&#uachica ;948,4793947;130258;13,3;Región Caribe
20;Cesar;20013;Agustín #Codazzi ;1680,082936;71966;22,1;Región Caribe
20; Ce%sar ;20032;Ast*&r#ea;582,4025715;23636;47,4;Región Caribe
20;   Ces>ar;20045;Becerri!*&l   ;1195,037572;25570;25,9;Región Caribe
20;   Ces>ar   ;20060;B#osco'nia;600,8667453;47521;6,5;Región Caribe
20;Ce%s>ar ;20175;Chimichag?'#ua *  ;1285,650922;40249;60,8;Región Caribe
20;Ce%sar;20178;Ch&iri'#?g!uaná;1150,524943;32749;41,2;Región Caribe
20;   Ce%sar   ;20228; Curu&m!#aní ;947,8219296;44176;29,9;Región Caribe
20;Ces>ar;20238; E?&l Cop#ey;1023,529577;35502;25,4;Región Caribe
20;Ce%sar   ;20250;   E?l   #'Paso !  ;734,7132657;44223;82,9;Región Caribe
20;   Ce%sar;20295;G?amarra *'  ;358,3549967;17686;35,1;Región Caribe
20; Cesar ;20310;Gonzál&e!z ;73,5908457;4976;70,5;Región Caribe
20;Ces>ar ;20383;La #G'loria;794,499566;20247;65,7;Región Caribe
20;Ce%sar;20400; La ?Jagua de Ibirico;766,5778777;55073;23,4;Región Caribe
20;Cesar;20443;Ma!na*ure;135,2702497;11944;17,3;Región Caribe
20;   Cesar   ;20517; P'ai?!l&itas ;521,8410037;21933;25,6;Región Caribe
20;Cesar;20550;   ?#&Pel*!aya   ;383,2038936;24516;31,2;Región Caribe
20;Ces>ar ;20570;   Pueblo   Be?!#llo   ;715,3422074;31738;68,9;Región Caribe
20;Ce%sar   ;20614;Río   de  ? &!*Oro;515,5058815;19859;54,1;Región Caribe
20;   Ces>ar;20621;La   #&Paz;1044,235389;32819;29,9;Región Caribe
20;Ce%s>ar;20710; San #A?lberto;595,2342007;31090;20,4;Región Caribe
20;Cesar;20750; #San! D*ie&go;661,3440745;22369;46,2;Región Caribe
20;Ce%sar;20770;San M'ar#tín;993,9029766;31503;46,1;Región Caribe
20; Ce%s>ar ;20787; &  Tamal?am*e!que;501,2095467;18031;60,6;Región Caribe
23;Có%rd>oba;23001;M'!ont#e&r?ía   ;2983,959393;531424;22,4;Región Caribe
23;Córd>oba   ;23068;Aya#!pel?   ;2109,453187;49553;42,3;Región Caribe
23; Córdoba;23079;Buena?vist#a   ;872,5486138;22969;64,5;Región Caribe
23;Córd>oba;23090;  !& Canalete;441,6824456;16690;76,1;Región Caribe
23;Córdoba;23162;Cer'et&é   ;318,7769857;115013;45,4;Región Caribe
23;Córdoba   ;23168;C#himá;303,4593831;19160;80,7;Región Caribe
23;Có%rdoba   ;23182;C*#h!inú   ;590,118871;52063;60,2;Región Caribe
23;Có%rdoba;23189;Ciénag#a de Oro;590,8700769;64223;64,4;Región Caribe
23; Córdo>ba ;23300; Co*t#or'ra ;96,57584279;20741;69,8;Región Caribe
23;   Có%rdoba   ;23350;La 'Apa*rtada;271,1913082;15933;24,6;Región Caribe
23;   Córdo>ba;23417;L*or!i?#ca;899,5506431;119228;54;Región Caribe
23;Córdoba ;23419; Los Córdobas ;332,406765;20509;81,4;Región Caribe
23;Có%rdoba;23464;Mo'*?&mil;156,8362763;21271;42,2;Región Caribe
23;Có%rdoba;23466; Mo'*&?ntelíbano;1669,895159;87197;26,5;Región Caribe
23;Córdoba;23500;Moñi?!to&s   ;220,8398657;32657;80,4;Región Caribe
23; Córd>oba;23555;Planeta   Ri?ca;1027,776165;69377;37,2;Región Caribe
23;   Có%rdoba   ;23570;   Pue*?blo   Nuev&o   ;852,3040455;38947;73,1;Región Caribe
23; Có%rdoba;23574;P&u#erto Es!condido;414,9023488;25919;83,9;Región Caribe
23;   Córdoba;23580;Pu*erto &Libertador ;1635,183756;45766;70,3;Región Caribe
23;Córdoba ;23586;P?#ur*ísima ;113,5065089;18734;60,5;Región Caribe
23;Córdoba;23660;Saha&gú#n ;1004,22211;116988;52,2;Región Caribe
23;Córdo>ba   ;23670;San?&   Andrés '  Sotavento;214,2662412;51180;80,6;Región Caribe
23; Córdoba;23672;   San   &Ante?ro   ;227,4757284;36854;55,3;Región Caribe
23; Có%rd>oba ;23675; San 'B?&ernardo del !Viento ;324,7750299;40391;77,3;Región Caribe
23; Córd>oba ;23678; !S?*a&n Ca'rlos;482,9832822;29454;84,3;Región Caribe
23; Có%rdoba;23686; S*an Pela!yo;478,6461015;55444;84;Región Caribe
23;   Córdoba;23807;Tie!rralta ;5262,901877;100610;55,4;Región Caribe
23;Có%rd>oba ;23855; Val!e'?ncia;970,303866;38850;55,2;Región Caribe
25;Cundinamarca;25001;A*gua ?de Di!os;79,01069773;14503;18,5;Región Centro Oriente
25;   CUndinamarca;25019; 'Albá&n ;51,5748266;7978;65,1;Región Centro Oriente
25; Cundinamarca ;25035; *  Anapoima;134,2570431;18246;51,3;Región Centro Oriente
25; Cund%inamarca;25040;Ano&laima;123,1937436;17043;61,7;Región Centro Oriente
25;CUndinamarca;25053;A#!rbe?láez;152,9936858;12959;50,2;Región Centro Oriente
25;CUndinamarca ;25086;B!el*t'?rán;164,738938;2217;70,6;Región Centro Oriente
25;   CUndinamarca   ;25095; ?Bituima;61,75229185;3004;73;Región Centro Oriente
25;CUnd%inamarca   ;25099; Bo?#j&acá ;92,36103344;12557;16,2;Región Centro Oriente
25; Cundinam>arca ;25120;Cabr'e#ra;386,8222907;5866;68,6;Región Centro Oriente
25;   Cund%inamarca;25123;   #Cachipay;51,88304747;12348;57;Región Centro Oriente
25;   CUnd%inamarca   ;25126;  & Ca'ji*cá;54,85532852;104598;27,2;Región Centro Oriente
25;CUndinamarca;25148;Capa#rr!apí;586,3678266;15244;66,6;Región Centro Oriente
25;CUndinam>arca;25151;   C*aq&ue!za;117,7809176;21147;47,4;Región Centro Oriente
25;CUndinam>arca ;25154;C!armen   de   #Carupa;320,3195051;9285;61,9;Región Centro Oriente
25;CUndinamarca   ;25168;C!haguaní   ;181,2735084;5111;68,6;Región Centro Oriente
25;   CUndinamarca   ;25175;   C?h&ía#   ;82,92723012;168167;14,7;Región Centro Oriente
25;Cundinam>arca   ;25178;Chip*a?que &'  ;154,1639013;11715;62,8;Región Centro Oriente
25;CUndinamarca;25181;Choach'í ;215,3603361;13519;53,5;Región Centro Oriente
25;   Cundinamarca   ;25183; &Choc#ontá;278,9668976;25682;39,4;Región Centro Oriente
25;CUnd%ina>marca   ;25200;Co#g*'ua;133,0995437;27695;56,2;Región Centro Oriente
25;Cund%inamarca ;25214;C&o*?'ta;52,74319453;41477;29,7;Región Centro Oriente
25;CUndinam>arca;25224; Cu'cu?nubá;107,0260337;9477;76;Región Centro Oriente
25;CUnd%inamarca;25245;   El?!# *  Colegio   ;112,2041581;29955;49,3;Región Centro Oriente
25;CUnd%inamarca   ;25258;El Pe#ñón ;130,7023932;5665;78;Región Centro Oriente
25;Cundinam>arca ;25260;El Rosa*l ;85,25886918;26738;8;Región Centro Oriente
25;Cundinam>arca ;25269; Faca#tativá ;149,9237591;177093;6;Región Centro Oriente
25;CUndinamarca;25279; Fomeq*&u'e ;417,8484991;14841;47,6;Región Centro Oriente
25;   CUndinamarca;25281;Fos'&*ca;101,7241998;7068;67,2;Región Centro Oriente
25;   CUndinam>arca;25286;F?!unza;68,00921884;118669;1,5;Región Centro Oriente
25;   Cundinamarca   ;25288;Fúquen&'e ;73,34008798;6002;87,1;Región Centro Oriente
25; CUnd%inamarca;25290;Fu'?#saga*sugá;207,4874259;175589;12,1;Región Centro Oriente
25;Cundinam>arca;25293;G#achal'?a ;382,1140551;5279;57,5;Región Centro Oriente
25;Cund%inamarca;25295; Gacha?ncipá ;41,15913276;21353;26,2;Región Centro Oriente
25;CUndinamarca;25297;   Gachet#á   ;241,8660832;10166;51;Región Centro Oriente
25;   CUndinamarca   ;25299; ?&#' ! Gama;115,2746833;3773;67,3;Región Centro Oriente
25; CUnd%ina>marca ;25307;Gira*!rdo?t &  ;126,5362101;127078;3,1;Región Centro Oriente
25;CUnd%inam>arca ;25312;Gran*a!da &  ;65,44042087;8708;65,1;Región Centro Oriente
25; CUnd%ina>marca ;25317;Guac?h*e!tá;177,3190441;16514;47,9;Región Centro Oriente
25; Cundinamarca ;25320;Gua*&du!as;690,9479209;38181;46,1;Región Centro Oriente
25;   CUnd%inamarca   ;25322;Gua!s*'ca;347,4292969;19120;51;Región Centro Oriente
25;Cund%inamarca   ;25324;Guataq?uí *#  ;82,14282394;3534;47,7;Región Centro Oriente
25;Cundinamarca;25326;Gua&ta!?vita;253,7930612;7840;56,3;Región Centro Oriente
25;Cundinam>arca;25328; Guayabal d!e 'Siq?uima;67,41534041;5516;68;Región Centro Oriente
25;Cundinamarca ;25335; G*uay'abetal ;244,8014058;7763;60;Región Centro Oriente
25;Cundinam>arca;25339;G'uti!ér#*rez;408,7192736;4178;62,4;Región Centro Oriente
25;Cundinamarca ;25368;Jer'usa&*l!én;230,9998592;2741;56,7;Región Centro Oriente
25;   Cundinamarca   ;25372;   J?unín   ;321,4163581;7057;76,3;Región Centro Oriente
25; CUnd%inamarca;25377;La  ? Calera;301,1692889;37538;46,1;Región Centro Oriente
25;   CUnd%inam>arca   ;25386;La ? &' Mesa !  ;150,3431957;41213;40,1;Región Centro Oriente
25;Cund%ina>marca ;25394;L&a P#al*ma;200,156649;11494;48,9;Región Centro Oriente
25;   CUndinamarca;25398; La Pe*ña;116,4031588;7175;73,4;Región Centro Oriente
25;   CUndinamarca   ;25402; ?La '!Vega;166,5175376;21300;54,6;Región Centro Oriente
25; Cund%inamarca;25407; ?*'#Lengu!azaque;153,9437118;12486;63,4;Región Centro Oriente
25;   CUndinamarca;25426;  & Mac?!he#*ta   ;217,0348521;7396;63,9;Región Centro Oriente
25;Cundinam>arca   ;25430;M'a?dr#id;115,3477277;143167;4,3;Región Centro Oriente
25;   Cundinam>arca   ;25436; M?a#*nta ;98,40811431;4496;64,2;Región Centro Oriente
25;Cund%inam>arca;25438; Me!di&*na;1298,599838;9667;38;Región Centro Oriente
25;CUndinam>arca;25473;Mosqu?&e#ra   ;111,3116677;159527;1,1;Región Centro Oriente
25;Cundinam>arca ;25483; ?!'*Nariño;59,20460531;2908;24,4;Región Centro Oriente
25;   CUndinamarca;25486; '#  Nem&oc?ón;99,64095199;16563;44,4;Región Centro Oriente
25;Cund%inamarca;25488; #  Nilo '!?  ;236,5726248;13524;64,3;Región Centro Oriente
25;Cundinamarca   ;25489;  ' N&#im!aima;58,6631636;4392;70,4;Región Centro Oriente
25; Cund%inam>arca;25491; N!o*caima;70,64965784;7529;60,5;Región Centro Oriente
25;   Cundinam>arca   ;25506;V&e'n#e?cia   ;116,0043046;5179;63,1;Región Centro Oriente
25; CUndinam>arca;25513;   P!#ac*ho &  ;393,3563289;30219;39,8;Región Centro Oriente
25;   CUndinam>arca;25518; '  P#ai!me;176,4110068;5033;79,2;Región Centro Oriente
25;   CUndinamarca   ;25524;Pa#*ndi ;69,27296062;6148;69,3;Región Centro Oriente
25; Cund%inamarca;25530;Pa*ratebuen#o   ;822,2459626;10470;49,7;Región Centro Oriente
25;Cund%inamarca;25535; Pa?s&c!a ;259,3263627;11194;60,8;Región Centro Oriente
25;Cundinamarca;25572; Pu?erto Salg'ar;465,2439058;19352;22,7;Región Centro Oriente
25; Cundinamarca ;25580;   Pulí&? #!  ;207,0546002;4044;70,4;Región Centro Oriente
25;   CUndinam>arca   ;25592;Que!brad?anegra;87,58298325;5766;81,4;Región Centro Oriente
25;CUnd%inamarca ;25594; Q'uetame;137,4138603;6191;64;Región Centro Oriente
25;CUndinam>arca ;25596;  ' Qu#&?ipile   ;132,0666959;7590;80,5;Región Centro Oriente
25;Cundinamarca;25599; Apu&*#!'lo ;131,1567608;10162;49,9;Región Centro Oriente
25;Cund%inam>arca;25612;   &Ri?c!a*ur'te;122,741565;16295;37,7;Región Centro Oriente
25;CUnd%inamarca;25645;S*an Anton&io' del Tequendama ;91,16951941;14706;82,7;Región Centro Oriente
25;CUndinamarca ;25649; San B#&ernardo ;246,5085276;10304;50,5;Región Centro Oriente
25;Cundinam>arca;25653;   &San   Cayetano   ;300,9762295;5901;77,2;Región Centro Oriente
25;Cund%inamarca;25658;  ? *#San   Francisco;111,8273994;13482;51,4;Región Centro Oriente
25; CUndinam>arca;25662;S?an   Juan   de   Río   S*eco;308,3555685;9988;55,9;Región Centro Oriente
25;   Cund%inamarca;25718;Sa*s!ai#ma'&   ;102,7855963;13312;67,1;Región Centro Oriente
25;   CUndinamarca   ;25736;   Se?squilé;134,4250129;14342;60,9;Región Centro Oriente
25;   Cundinamarca   ;25740;Si*bat#é   ;112,6175323;42286;24,2;Región Centro Oriente
25;   Cund%inam>arca;25743;   Silva?n*ia   ;157,115455;26959;59,2;Región Centro Oriente
25;Cund%ina>marca;25745; !  Simi'&jac?a   ;106,0357483;16111;33,9;Región Centro Oriente
25;CUndinam>arca   ;25754; *S?oacha;204,1271713;828947;0,5;Región Centro Oriente
25;   Cundinamarca   ;25758;S?op'*ó !#  ;119,8999019;32725;24,3;Región Centro Oriente
25;CUnd%inamarca   ;25769; Subacho#que;214,1792015;18567;43,3;Región Centro Oriente
25;CUndinamarca ;25772;Su&'?esca   ;157,9774427;21387;46,9;Región Centro Oriente
25; Cundinamarca;25777;Su&*pa'tá;128,7685005;6428;60,6;Región Centro Oriente
25;Cund%inamarca;25779; Su&sa ;96,63357196;7982;56,8;Región Centro Oriente
25; Cund%inamarca;25781;   ?!Sutat*aus#a&   ;63,72329923;7357;58,7;Región Centro Oriente
25; Cund%inamarca ;25785;T#*a'b&io;70,06348241;27305;61,9;Región Centro Oriente
25; Cundinamarca;25793;T'au!#sa;187,6040017;9997;73,1;Región Centro Oriente
25; Cundinam>arca;25797;Ten#a ;54,22990394;11922;83,9;Región Centro Oriente
25;   Cundinam>arca   ;25799;Tenjo!   ;103,3696391;27644;50,2;Región Centro Oriente
25; Cundinamarca;25805;Tibacuy!&   ;85,96959646;5334;78,6;Región Centro Oriente
25;CUnd%inamarca;25807;T?ibir!&i'ta;55,70918904;3862;74,8;Región Centro Oriente
25;Cund%inamarca ;25815;T#?o&caima;266,9544033;19453;32,3;Región Centro Oriente
25; CUnd%inam>arca;25817;Toc'a?nci#pá;72,1389385;49642;52,4;Región Centro Oriente
25; CUnd%inamarca ;25823;Top*ai!#pí ;132,4027762;4996;73,7;Región Centro Oriente
25;   Cund%inamarca;25839; &'*U!bal?#á ;477,2575376;9257;72,4;Región Centro Oriente
25;   Cundinam>arca   ;25841;U!&#baque;112,9021794;8231;74,2;Región Centro Oriente
25;CUnd%inamarca ;25843;Villa   de ?  San   Diego   de   Ubate;112,2806443;53790;19,8;Región Centro Oriente
25;Cundinam>arca ;25845;U'ne ;201,3736568;8569;39,7;Región Centro Oriente
25;   CUnd%inamarca   ;25851;Ú*tic&'a ;83,08290252;5202;37,1;Región Centro Oriente
25;CUnd%inamarca;25862;Verg?a*&ra;139,8900829;8304;73,4;Región Centro Oriente
25;CUnd%inam>arca ;25867;Vianí ;73,29851225;5380;58,4;Región Centro Oriente
25; CUndinamarca ;25871;V!il?lagó*m&ez #  ;66,5194486;2133;57,1;Región Centro Oriente
25;Cundinamarca ;25873;   V&ill?ap!inzón;229,0670656;21353;54,2;Región Centro Oriente
25;Cund%inamarca ;25875; #Vi'lle!*ta ;127,3298716;33643;26,8;Región Centro Oriente
25; Cundinam>arca;25878;V&#i?otá ;209,5639231;16218;59;Región Centro Oriente
25;   CUndinamarca   ;25885; Ya#co'?pí;981,4151112;14856;66,9;Región Centro Oriente
25;   CUnd%inamarca   ;25898; ?Z#ipacón;57,97646269;5782;64,5;Región Centro Oriente
25; CUndinam>arca ;25899; !Z&i#p?aquirá ;204,9380875;165473;14,5;Región Centro Oriente
27;Chocó ;27001;   Qu?'i#bdó!   ;3848,422792;146875;14,8;Región Pacífico
27;Ch%ocó;27006;Acan#&dí;800,7273575;16096;56,1;Región Pacífico
27; Cho>có;27025;A&lt!#o B'audo ;1852,953945;31745;89,7;Región Pacífico
27;   Chocó;27050; ?  Atrato;399,0990219;6962;54,9;Región Pacífico
27;Ch%o>có;27073;   *#B'aga&!dó;843,7098058;11959;80,7;Región Pacífico
27;Ch%ocó;27075;  !& *Bahía   Solano   ;976,4860256;11671;41;Región Pacífico
27;   Chocó;27077;Bajo Ba#udó;3378,938943;34457;79,8;Región Pacífico
27; Cho>có;27099; !'Boj#*?aya ;3338,817867;13935;93,1;Región Pacífico
27;   Ch%ocó   ;27135; El? #Cantón del San P!ablo;350,9736168;7016;55,8;Región Pacífico
27;Chocó ;27150;Carmen   del   Da#ri?en;3440,537662;22466;90,5;Región Pacífico
27; Ch%o>có;27160;Cé!?r*tegui ;386,7032417;6302;43,8;Región Pacífico
27;   Chocó;27205;  ' !Cond*oto;499,5364862;14183;23,2;Región Pacífico
27; Ch%ocó;27245; El C'arme#n d!e Atrato;816,7815638;9413;71,7;Región Pacífico
