DP;Departamento;MPIO;Municipio;Superficie;PopTot;Rural;Region
19;Cauca;19142;Caloto;252,52;31802;84;Región Pacífico
19;Cauca;19212;Corinto;333,42;27394;52,1;Región Pacífico
19;Cauca;19256;El tambo;2854,43;58323;96;Región Pacífico
19;Cauca;19290;Florencia;58,59;5572;78,7;Región Pacífico
19;Cauca;19318;Guapi;2417,39;29836;50,8;Región Pacífico
19;Cauca;19355;Inzá;886,29;31405;97,2;Región Pacífico
19;Cauca;19364;Jambaló;234,09;19482;91,2;Región Pacífico
19;Cauca;19392;La sierra;209,08;11518;85,2;Región Pacífico
19;Cauca;19397;La vega;478,26;26557;97,5;Región Pacífico
19;Cauca;19418;López;3686,16;20176;91,7;Región Pacífico
19;Cauca;19450;Mercaderes;693,71;25437;75,7;Región Pacífico
19;Cauca;19455;Miranda;176,1;34092;44,1;Región Pacífico
19;Cauca;19473;Morales;484,27;42419;95,5;Región Pacífico
19;Cauca;19513;Padilla;67,08;10720;56,7;Región Pacífico
19;Cauca;19517;Páez;1695,76;50082;95,9;Región Pacífico
19;Cauca;19532;Patía;804,41;39800;65,1;Región Pacífico
19;Cauca;19533;Piamonte;1054,92;9919;78;Región Pacífico
19;Cauca;19548;Piendamó;179,24;44400;67,2;Región Pacífico
19;Cauca;19573;Puerto tejada;113,82;45047;14,8;Región Pacífico
19;Cauca;19585;Puracé;805,41;18804;91,9;Región Pacífico
19;Cauca;19622;Rosas;176,33;12393;92,2;Región Pacífico
19;Cauca;19693;San sebastián;447,49;11872;95,6;Región Pacífico
19;Cauca;19698;Santander de quilichao;553,81;119121;54,6;Región Pacífico
19;Cauca;19701;Santa rosa;3939,71;5757;89,2;Región Pacífico
19;Cauca;19743;Silvia;637,32;40773;90,4;Región Pacífico
19;Cauca;19760;Sotara;488,14;15164;97,6;Región Pacífico
19;Cauca;19780;Suárez;403,91;34402;82,7;Región Pacífico
19;Cauca;19785;Sucre;128,27;10163;84,5;Región Pacífico
19;Cauca;19807;Timbío;212,92;38470;61,1;Región Pacífico
19;Cauca;19809;Timbiquí;1972,88;28375;77,9;Región Pacífico
19;Cauca;19821;Toribio;464,76;37962;95;Región Pacífico
19;Cauca;19824;Totoró;409,02;26832;96,4;Región Pacífico
19;Cauca;19845;Villa rica;89,43;22360;32,8;Región Pacífico
20;Cesar;20001;Valledupar;3786,7;575225;12,4;Región Caribe
20;Cesar;20011;Aguachica;948,48;130258;13,3;Región Caribe
20;Cesar;20013;Agustín codazzi;1680,08;71966;22,1;Región Caribe
20;Cesar;20032;Astrea;582,4;23636;47,4;Región Caribe
20;Cesar;20045;Becerril;1195,04;25570;25,9;Región Caribe
20;Cesar;20060;Bosconia;600,87;47521;6,5;Región Caribe
20;Cesar;20175;Chimichagua;1285,65;40249;60,8;Región Caribe
20;Cesar;20178;Chiriguaná;1150,52;32749;41,2;Región Caribe
20;Cesar;20228;Curumaní;947,82;44176;29,9;Región Caribe
20;Cesar;20238;El copey;1023,53;35502;25,4;Región Caribe
20;Cesar;20250;El paso;734,71;44223;82,9;Región Caribe
20;Cesar;20295;Gamarra;358,35;17686;35,1;Región Caribe
20;Cesar;20310;González;73,59;4976;70,5;Región Caribe
20;Cesar;20383;La gloria;794,5;20247;65,7;Región Caribe
20;Cesar;20400;La jagua de ibirico;766,58;55073;23,4;Región Caribe
20;Cesar;20443;Manaure;135,27;11944;17,3;Región Caribe
20;Cesar;20517;Pailitas;521,84;21933;25,6;Región Caribe
20;Cesar;20550;Pelaya;383,2;24516;31,2;Región Caribe
20;Cesar;20570;Pueblo bello;715,34;31738;68,9;Región Caribe
20;Cesar;20614;Río de oro;515,51;19859;54,1;Región Caribe
20;Cesar;20621;La paz;1044,24;32819;29,9;Región Caribe
20;Cesar;20710;San alberto;595,23;31090;20,4;Región Caribe
20;Cesar;20750;San diego;661,34;22369;46,2;Región Caribe
20;Cesar;20770;San martín;993,9;31503;46,1;Región Caribe
20;Cesar;20787;Tamalameque;501,21;18031;60,6;Región Caribe
23;Córdoba;23001;Montería;2983,96;531424;22,4;Región Caribe
23;Córdoba;23068;Ayapel;2109,45;49553;42,3;Región Caribe
23;Córdoba;23079;Buenavista;872,55;22969;64,5;Región Caribe
23;Córdoba;23090;Canalete;441,68;16690;76,1;Región Caribe
23;Córdoba;23162;Cereté;318,78;115013;45,4;Región Caribe
23;Córdoba;23168;Chimá;303,46;19160;80,7;Región Caribe
23;Córdoba;23182;Chinú;590,12;52063;60,2;Región Caribe
23;Córdoba;23189;Ciénaga de oro;590,87;64223;64,4;Región Caribe
23;Córdoba;23300;Cotorra;96,58;20741;69,8;Región Caribe
23;Córdoba;23350;La apartada;271,19;15933;24,6;Región Caribe
23;Córdoba;23417;Lorica;899,55;119228;54;Región Caribe
23;Córdoba;23419;Los córdobas;332,41;20509;81,4;Región Caribe
23;Córdoba;23464;Momil;156,84;21271;42,2;Región Caribe
23;Córdoba;23466;Montelíbano;1669,9;87197;26,5;Región Caribe
23;Córdoba;23500;Moñitos;220,84;32657;80,4;Región Caribe
23;Córdoba;23555;Planeta rica;1027,78;69377;37,2;Región Caribe
23;Córdoba;23570;Pueblo nuevo;852,3;38947;73,1;Región Caribe
23;Córdoba;23574;Puerto escondido;414,9;25919;83,9;Región Caribe
23;Córdoba;23580;Puerto libertador;1635,18;45766;70,3;Región Caribe
23;Córdoba;23586;Purísima;113,51;18734;60,5;Región Caribe
23;Córdoba;23660;Sahagún;1004,22;116988;52,2;Región Caribe
23;Córdoba;23670;San andrés sotavento;214,27;51180;80,6;Región Caribe
23;Córdoba;23672;San antero;227,48;36854;55,3;Región Caribe
23;Córdoba;23675;San bernardo del viento;324,78;40391;77,3;Región Caribe
23;Córdoba;23678;San carlos;482,98;29454;84,3;Región Caribe
23;Córdoba;23686;San pelayo;478,65;55444;84;Región Caribe
23;Córdoba;23807;Tierralta;5262,9;100610;55,4;Región Caribe
23;Córdoba;23855;Valencia;970,3;38850;55,2;Región Caribe
25;Cundinamarca;25001;Agua de dios;79,01;14503;18,5;Región Centro Oriente
25;Cundinamarca;25019;Albán;51,57;7978;65,1;Región Centro Oriente
25;Cundinamarca;25035;Anapoima;134,26;18246;51,3;Región Centro Oriente
25;Cundinamarca;25040;Anolaima;123,19;17043;61,7;Región Centro Oriente
25;Cundinamarca;25053;Arbeláez;152,99;12959;50,2;Región Centro Oriente
25;Cundinamarca;25086;Beltrán;164,74;2217;70,6;Región Centro Oriente
25;Cundinamarca;25095;Bituima;61,75;3004;73;Región Centro Oriente
25;Cundinamarca;25099;Bojacá;92,36;12557;16,2;Región Centro Oriente
25;Cundinamarca;25120;Cabrera;386,82;5866;68,6;Región Centro Oriente
25;Cundinamarca;25123;Cachipay;51,88;12348;57;Región Centro Oriente
25;Cundinamarca;25126;Cajicá;54,86;104598;27,2;Región Centro Oriente
25;Cundinamarca;25148;Caparrapí;586,37;15244;66,6;Región Centro Oriente
25;Cundinamarca;25151;Caqueza;117,78;21147;47,4;Región Centro Oriente
25;Cundinamarca;25154;Carmen de carupa;320,32;9285;61,9;Región Centro Oriente
25;Cundinamarca;25168;Chaguaní;181,27;5111;68,6;Región Centro Oriente
25;Cundinamarca;25175;Chía;82,93;168167;14,7;Región Centro Oriente
25;Cundinamarca;25178;Chipaque;154,16;11715;62,8;Región Centro Oriente
25;Cundinamarca;25181;Choachí;215,36;13519;53,5;Región Centro Oriente
25;Cundinamarca;25183;Chocontá;278,97;25682;39,4;Región Centro Oriente
25;Cundinamarca;25200;Cogua;133,1;27695;56,2;Región Centro Oriente
25;Cundinamarca;25214;Cota;52,74;41477;29,7;Región Centro Oriente
25;Cundinamarca;25224;Cucunubá;107,03;9477;76;Región Centro Oriente
25;Cundinamarca;25245;El colegio;112,2;29955;49,3;Región Centro Oriente
25;Cundinamarca;25258;El peñón;130,7;5665;78;Región Centro Oriente
25;Cundinamarca;25260;El rosal;85,26;26738;8;Región Centro Oriente
25;Cundinamarca;25269;Facatativá;149,92;177093;6;Región Centro Oriente
25;Cundinamarca;25279;Fomeque;417,85;14841;47,6;Región Centro Oriente
25;Cundinamarca;25281;Fosca;101,72;7068;67,2;Región Centro Oriente
25;Cundinamarca;25286;Funza;68,01;118669;1,5;Región Centro Oriente
25;Cundinamarca;25288;Fúquene;73,34;6002;87,1;Región Centro Oriente
25;Cundinamarca;25290;Fusagasugá;207,49;175589;12,1;Región Centro Oriente
25;Cundinamarca;25293;Gachala;382,11;5279;57,5;Región Centro Oriente
25;Cundinamarca;25295;Gachancipá;41,16;21353;26,2;Región Centro Oriente
25;Cundinamarca;25297;Gachetá;241,87;10166;51;Región Centro Oriente
25;Cundinamarca;25299;Gama;115,27;3773;67,3;Región Centro Oriente
25;Cundinamarca;25307;Girardot;126,54;127078;3,1;Región Centro Oriente
25;Cundinamarca;25312;Granada;65,44;8708;65,1;Región Centro Oriente
25;Cundinamarca;25317;Guachetá;177,32;16514;47,9;Región Centro Oriente
25;Cundinamarca;25320;Guaduas;690,95;38181;46,1;Región Centro Oriente
25;Cundinamarca;25322;Guasca;347,43;19120;51;Región Centro Oriente
25;Cundinamarca;25324;Guataquí;82,14;3534;47,7;Región Centro Oriente
25;Cundinamarca;25326;Guatavita;253,79;7840;56,3;Región Centro Oriente
25;Cundinamarca;25328;Guayabal de siquima;67,42;5516;68;Región Centro Oriente
25;Cundinamarca;25335;Guayabetal;244,8;7763;60;Región Centro Oriente
25;Cundinamarca;25339;Gutiérrez;408,72;4178;62,4;Región Centro Oriente
25;Cundinamarca;25368;Jerusalén;231;2741;56,7;Región Centro Oriente
25;Cundinamarca;25372;Junín;321,42;7057;76,3;Región Centro Oriente
25;Cundinamarca;25377;La calera;301,17;37538;46,1;Región Centro Oriente
25;Cundinamarca;25386;La mesa;150,34;41213;40,1;Región Centro Oriente
25;Cundinamarca;25394;La palma;200,16;11494;48,9;Región Centro Oriente
25;Cundinamarca;25398;La peña;116,4;7175;73,4;Región Centro Oriente
25;Cundinamarca;25402;La vega;166,52;21300;54,6;Región Centro Oriente
25;Cundinamarca;25407;Lenguazaque;153,94;12486;63,4;Región Centro Oriente
25;Cundinamarca;25426;Macheta;217,03;7396;63,9;Región Centro Oriente
25;Cundinamarca;25430;Madrid;115,35;143167;4,3;Región Centro Oriente
25;Cundinamarca;25436;Manta;98,41;4496;64,2;Región Centro Oriente
25;Cundinamarca;25438;Medina;1298,6;9667;38;Región Centro Oriente
25;Cundinamarca;25473;Mosquera;111,31;159527;1,1;Región Centro Oriente
25;Cundinamarca;25483;Nariño;59,2;2908;24,4;Región Centro Oriente
25;Cundinamarca;25486;Nemocón;99,64;16563;44,4;Región Centro Oriente
25;Cundinamarca;25488;Nilo;236,57;13524;64,3;Región Centro Oriente
25;Cundinamarca;25489;Nimaima;58,66;4392;70,4;Región Centro Oriente
25;Cundinamarca;25491;Nocaima;70,65;7529;60,5;Región Centro Oriente
25;Cundinamarca;25506;Venecia;116;5179;63,1;Región Centro Oriente
25;Cundinamarca;25513;Pacho;393,36;30219;39,8;Región Centro Oriente
25;Cundinamarca;25518;Paime;176,41;5033;79,2;Región Centro Oriente
25;Cundinamarca;25524;Pandi;69,27;6148;69,3;Región Centro Oriente
25;Cundinamarca;25530;Paratebueno;822,25;10470;49,7;Región Centro Oriente
25;Cundinamarca;25535;Pasca;259,33;11194;60,8;Región Centro Oriente
25;Cundinamarca;25572;Puerto salgar;465,24;19352;22,7;Región Centro Oriente
25;Cundinamarca;25580;Pulí;207,05;4044;70,4;Región Centro Oriente
25;Cundinamarca;25592;Quebradanegra;87,58;5766;81,4;Región Centro Oriente
25;Cundinamarca;25594;Quetame;137,41;6191;64;Región Centro Oriente
25;Cundinamarca;25596;Quipile;132,07;7590;80,5;Región Centro Oriente
25;Cundinamarca;25599;Apulo;131,16;10162;49,9;Región Centro Oriente
25;Cundinamarca;25612;Ricaurte;122,74;16295;37,7;Región Centro Oriente
25;Cundinamarca;25645;San antonio del tequendama;91,17;14706;82,7;Región Centro Oriente
25;Cundinamarca;25649;San bernardo;246,51;10304;50,5;Región Centro Oriente
25;Cundinamarca;25653;San cayetano;300,98;5901;77,2;Región Centro Oriente
25;Cundinamarca;25658;San francisco;111,83;13482;51,4;Región Centro Oriente
25;Cundinamarca;25662;San juan de río seco;308,36;9988;55,9;Región Centro Oriente
25;Cundinamarca;25718;Sasaima;102,79;13312;67,1;Región Centro Oriente
25;Cundinamarca;25736;Sesquilé;134,43;14342;60,9;Región Centro Oriente
25;Cundinamarca;25740;Sibaté;112,62;42286;24,2;Región Centro Oriente
25;Cundinamarca;25743;Silvania;157,12;26959;59,2;Región Centro Oriente
25;Cundinamarca;25745;Simijaca;106,04;16111;33,9;Región Centro Oriente
25;Cundinamarca;25754;Soacha;204,13;828947;0,5;Región Centro Oriente
25;Cundinamarca;25758;Sopó;119,9;32725;24,3;Región Centro Oriente
25;Cundinamarca;25769;Subachoque;214,18;18567;43,3;Región Centro Oriente
25;Cundinamarca;25772;Suesca;157,98;21387;46,9;Región Centro Oriente
25;Cundinamarca;25777;Supatá;128,77;6428;60,6;Región Centro Oriente
25;Cundinamarca;25779;Susa;96,63;7982;56,8;Región Centro Oriente
25;Cundinamarca;25781;Sutatausa;63,72;7357;58,7;Región Centro Oriente
25;Cundinamarca;25785;Tabio;70,06;27305;61,9;Región Centro Oriente
25;Cundinamarca;25793;Tausa;187,6;9997;73,1;Región Centro Oriente
25;Cundinamarca;25797;Tena;54,23;11922;83,9;Región Centro Oriente
25;Cundinamarca;25799;Tenjo;103,37;27644;50,2;Región Centro Oriente
25;Cundinamarca;25805;Tibacuy;85,97;5334;78,6;Región Centro Oriente
25;Cundinamarca;25807;Tibirita;55,71;3862;74,8;Región Centro Oriente
25;Cundinamarca;25815;Tocaima;266,95;19453;32,3;Región Centro Oriente
25;Cundinamarca;25817;Tocancipá;72,14;49642;52,4;Región Centro Oriente
25;Cundinamarca;25823;Topaipí;132,4;4996;73,7;Región Centro Oriente
25;Cundinamarca;25839;Ubalá;477,26;9257;72,4;Región Centro Oriente
25;Cundinamarca;25841;Ubaque;112,9;8231;74,2;Región Centro Oriente
25;Cundinamarca;25843;Villa de san diego de ubate;112,28;53790;19,8;Región Centro Oriente
25;Cundinamarca;25845;Une;201,37;8569;39,7;Región Centro Oriente
25;Cundinamarca;25851;útica;83,08;5202;37,1;Región Centro Oriente
25;Cundinamarca;25862;Vergara;139,89;8304;73,4;Región Centro Oriente
25;Cundinamarca;25867;Vianí;73,3;5380;58,4;Región Centro Oriente
25;Cundinamarca;25871;Villagómez;66,52;2133;57,1;Región Centro Oriente
25;Cundinamarca;25873;Villapinzón;229,07;21353;54,2;Región Centro Oriente
25;Cundinamarca;25875;Villeta;127,33;33643;26,8;Región Centro Oriente
25;Cundinamarca;25878;Viotá;209,56;16218;59;Región Centro Oriente
25;Cundinamarca;25885;Yacopí;981,42;14856;66,9;Región Centro Oriente
25;Cundinamarca;25898;Zipacón;57,98;5782;64,5;Región Centro Oriente
25;Cundinamarca;25899;Zipaquirá;204,94;165473;14,5;Región Centro Oriente
27;Chocó;27001;Quibdó;3848,42;146875;14,8;Región Pacífico
27;Chocó;27006;Acandí;800,73;16096;56,1;Región Pacífico
27;Chocó;27025;Alto baudo;1852,95;31745;89,7;Región Pacífico
27;Chocó;27050;Atrato;399,1;6962;54,9;Región Pacífico
27;Chocó;27073;Bagadó;843,71;11959;80,7;Región Pacífico
27;Chocó;27075;Bahía solano;976,49;11671;41;Región Pacífico
27;Chocó;27077;Bajo baudó;3378,94;34457;79,8;Región Pacífico
27;Chocó;27099;Bojaya;3338,82;13935;93,1;Región Pacífico
27;Chocó;27135;El cantón del san pablo;350,97;7016;55,8;Región Pacífico
27;Chocó;27150;Carmen del darien;3440,54;22466;90,5;Región Pacífico
27;Chocó;27160;Cértegui;386,7;6302;43,8;Región Pacífico
27;Chocó;27205;Condoto;499,54;14183;23,2;Región Pacífico
27;Chocó;27245;El carmen de atrato;816,78;9413;71,7;Región Pacífico
27;Chocó;27250;El litoral del san juan;4075,96;25814;94,2;Región Pacífico
27;Chocó;27361;Istmina;1840,66;34414;28,3;Región Pacífico
27;Chocó;27372;Juradó;1141,82;7637;66,2;Región Pacífico
27;Chocó;27413;Lloró;819,76;10745;67,9;Región Pacífico
27;Chocó;27425;Medio atrato;1968,04;13100;93,5;Región Pacífico
27;Chocó;27430;Medio baudó;1491,09;17139;87,5;Región Pacífico
27;Chocó;27450;Medio san juan;673,46;11945;77,3;Región Pacífico
27;Chocó;27491;Nóvita;1032,79;10551;63,4;Región Pacífico
27;Chocó;27495;Nuquí;702,95;18502;93,6;Región Pacífico
27;Chocó;27580;Río iro;305,74;5983;74,1;Región Pacífico
27;Chocó;27600;Río quito;737,01;9296;74,8;Región Pacífico
27;Chocó;27615;Riosucio;7248,35;64544;74,8;Región Pacífico
27;Chocó;27660;San josé del palmar;1585,94;5809;78,2;Región Pacífico
27;Chocó;27745;Sipí;1475,43;3664;79,6;Región Pacífico
27;Chocó;27787;Tadó;664,22;20476;41,8;Región Pacífico
27;Chocó;27800;Unguía;1132,96;14756;70,9;Región Pacífico
27;Chocó;27810;Unión panamericana;162,9;7627;59,2;Región Pacífico
41;Huila;41001;Neiva;1232,25;388229;6,7;Región Centro Sur
41;Huila;41006;Acevedo;537,09;27418;82,4;Región Centro Sur
41;Huila;41013;Agrado;277,7;9630;36,3;Región Centro Sur
41;Huila;41016;Aipe;744,76;17715;35,3;Región Centro Sur
41;Huila;41020;Algeciras;554,21;24605;52,4;Región Centro Sur
41;Huila;41026;Altamira;188,22;4660;45,2;Región Centro Sur
41;Huila;41078;Baraya;819,68;9078;53,8;Región Centro Sur
41;Huila;41132;Campoalegre;435,84;33882;24,6;Región Centro Sur
41;Huila;41206;Colombia;1724,07;7866;72;Región Centro Sur
41;Huila;41244;Elías;74,6;4635;67,6;Región Centro Sur
41;Huila;41298;Garzón;643,45;79609;47,6;Región Centro Sur
41;Huila;41306;Gigante;535,61;26926;61;Región Centro Sur
41;Huila;41319;Guadalupe;273,04;19729;71;Región Centro Sur
41;Huila;41349;Hobo;180,77;7927;23,7;Región Centro Sur
41;Huila;41357;Iquira;378,67;10179;72,9;Región Centro Sur
41;Huila;41359;Isnos;337,36;27847;76,6;Región Centro Sur
41;Huila;41378;La argentina;322,26;14218;63,3;Región Centro Sur
41;Huila;41396;La plata;862,98;67206;59,1;Región Centro Sur
41;Huila;41483;Nátaga;142,19;7117;60,1;Región Centro Sur
41;Huila;41503;Oporapa;146,11;12843;81,2;Región Centro Sur
41;Huila;41518;Paicol;288,47;7247;58,9;Región Centro Sur
41;Huila;41524;Palermo;942,02;28899;53,7;Región Centro Sur
41;Huila;41530;Palestina;160,72;12359;85,5;Región Centro Sur
41;Huila;41548;Pital;210,67;15141;65,5;Región Centro Sur
41;Huila;41551;Pitalito;648,56;137170;42,2;Región Centro Sur
41;Huila;41615;Rivera;273,02;26742;53,3;Región Centro Sur
41;Huila;41660;Saladoblanco;454,24;11545;83,4;Región Centro Sur
41;Huila;41668;San agustín;1281,94;36382;67,6;Región Centro Sur
41;Huila;41676;Santa maría;373,07;11445;77;Región Centro Sur
41;Huila;41770;Suaza;447,88;24108;81;Región Centro Sur
41;Huila;41791;Tarqui;388,99;19213;69,7;Región Centro Sur
41;Huila;41797;Tesalia;335,94;11728;51,4;Región Centro Sur
41;Huila;41799;Tello;529,22;12908;56,6;Región Centro Sur
41;Huila;41801;Teruel;481,96;8792;47,8;Región Centro Sur
41;Huila;41807;Timaná;175,96;23943;65,7;Región Centro Sur
41;Huila;41872;Villavieja;499,77;7979;68,2;Región Centro Sur
41;Huila;41885;Yaguará;365,51;8398;17;Región Centro Sur
44;La guajira;44001;Riohacha;3276,09;230407;26,3;Región Caribe
44;La guajira;44035;Albania;550,09;36376;40,5;Región Caribe
44;La guajira;44078;Barrancas;852,35;44488;50,4;Región Caribe
44;La guajira;44090;Dibula;1773,51;47487;84,2;Región Caribe
44;La guajira;44098;Distracción;220,07;15873;49,9;Región Caribe
44;La guajira;44110;El molino;254,56;8741;5,3;Región Caribe
44;La guajira;44279;Fonseca;473,54;51998;10,7;Región Caribe
44;La guajira;44378;Hatonuevo;232,05;24792;35,3;Región Caribe
44;La guajira;44420;La jagua del pilar;192,57;4192;33,1;Región Caribe
44;La guajira;44430;Maicao;1762,05;206963;34,8;Región Caribe
44;La guajira;44560;Manaure;1568,36;99991;85,8;Región Caribe
44;La guajira;44650;San juan del cesar;1265,84;56829;28,4;Región Caribe
44;La guajira;44847;Uribia;7248,32;198368;93,3;Región Caribe
44;La guajira;44855;Urumita;254,43;13016;9,6;Región Caribe
44;La guajira;44874;Villanueva;278,56;34330;4,9;Región Caribe
47;Magdalena;47001;Santa marta;2488,51;566650;10,7;Región Caribe
47;Magdalena;47030;Algarrobo;421,92;17989;37,6;Región Caribe
47;Magdalena;47053;Aracataca;1869,36;45859;42,6;Región Caribe
47;Magdalena;47058;Ariguaní;1124,17;34491;38,7;Región Caribe
47;Magdalena;47161;Cerro san antonio;188,66;11410;47,6;Región Caribe
47;Magdalena;47170;Chivolo;485,07;25186;39,7;Región Caribe
47;Magdalena;47189;Ciénaga;1453,05;134841;12;Región Caribe
47;Magdalena;47205;Concordia;115,07;12035;63,6;Región Caribe
47;Magdalena;47245;El banco;758,39;74942;41,2;Región Caribe
47;Magdalena;47258;El piñon;535,07;25974;70,5;Región Caribe
47;Magdalena;47268;El retén;259;22071;23;Región Caribe
47;Magdalena;47288;Fundación;943,2;75845;16,1;Región Caribe
47;Magdalena;47318;Guamal;553,41;30709;72,5;Región Caribe
47;Magdalena;47460;Nueva granada;925,36;22571;61,9;Región Caribe
47;Magdalena;47541;Pedraza;337,29;10666;71;Región Caribe
47;Magdalena;47545;Pijiño del carmen;624,29;13842;56;Región Caribe
47;Magdalena;47551;Pivijay;1595,44;42579;44,1;Región Caribe
47;Magdalena;47555;Plato;1381,06;71294;24,9;Región Caribe
47;Magdalena;47570;Pueblo viejo;684,41;34583;70,7;Región Caribe
47;Magdalena;47605;Remolino;602,13;13084;37,3;Región Caribe
47;Magdalena;47660;Sabanas de san angel;1255,73;17856;74,1;Región Caribe
47;Magdalena;47675;Salamina;183,3;12258;35,3;Región Caribe
47;Magdalena;47692;San sebastián de buenavista;471,93;22641;72,4;Región Caribe
47;Magdalena;47703;San zenón;266,96;13629;91,6;Región Caribe
47;Magdalena;47707;Santa ana;1202,14;28257;46,2;Región Caribe
47;Magdalena;47720;Santa bárbara de pinto;543,79;11867;40,1;Región Caribe
47;Magdalena;47745;Sitionuevo;941,35;31194;51,1;Región Caribe
47;Magdalena;47798;Tenerife;457,61;15071;54;Región Caribe
47;Magdalena;47960;Zapayán;375,22;11118;64,6;Región Caribe
47;Magdalena;47980;Zona bananera;425,58;78526;97,6;Región Caribe
50;Meta;50001;Villavicencio;1266,93;593273;8;Región Llano
50;Meta;50006;Acacias;1086,41;97925;24,4;Región Llano
50;Meta;50110;Barranca de upía;433,64;7266;28,8;Región Llano
50;Meta;50124;Cabuyaro;890,83;6736;50,9;Región Llano
50;Meta;50150;Castilla la nueva;524,85;16102;59,9;Región Llano
50;Meta;50223;Cubarral;1236,05;7946;34,2;Región Llano
50;Meta;50226;Cumaral;618,64;25518;34,8;Región Llano
50;Meta;50245;El calvario;290,74;1930;64,2;Región Llano
50;Meta;50251;El castillo;580,89;8768;62,5;Región Llano
50;Meta;50270;El dorado;115,04;4424;64,6;Región Llano
50;Meta;50287;Fuente de oro;522,09;13503;43,1;Región Llano
50;Meta;50313;Granada;372,39;77074;16,4;Región Llano
50;Meta;50318;Guamal;621,44;15783;32,8;Región Llano
50;Meta;50325;Mapiripán;12871,55;7678;66,1;Región Llano
50;Meta;50330;Mesetas;2443,61;12530;58,4;Región Llano
50;Meta;50350;La macarena;10091,99;29573;83,8;Región Llano
50;Meta;50370;Uribe;6686,15;10260;78;Región Llano
50;Meta;50400;Lejanías;887,88;12721;58,6;Región Llano
50;Meta;50450;Puerto concordia;1359,41;9296;60,1;Región Llano
50;Meta;50568;Puerto gaitán;17731,09;46689;50,9;Región Llano
50;Meta;50573;Puerto lópez;6927,13;33995;39,6;Región Llano
50;Meta;50577;Puerto lleras;2475,05;11627;61,8;Región Llano
50;Meta;50590;Puerto rico;3338,11;13997;49,7;Región Llano
50;Meta;50606;Restrepo;384,1;20430;33,8;Región Llano
50;Meta;50680;San carlos de guaroa;819,89;13793;49,5;Región Llano
50;Meta;50683;San juan de arama;1178,02;10127;50,6;Región Llano
50;Meta;50686;San juanito;231,71;1447;45,7;Región Llano
50;Meta;50689;San martín;5674,47;30310;28;Región Llano
50;Meta;50711;Vista hermosa;4825,77;19630;56,3;Región Llano
52;Nariño;52001;Pasto;1183,66;415937;22,1;Región Pacífico
52;Nariño;52019;Albán;34,8;10113;71;Región Pacífico
52;Nariño;52022;Aldana;47,8;7818;78,8;Región Pacífico
52;Nariño;52036;Ancuyá;71,73;9165;75,7;Región Pacífico
52;Nariño;52051;Arboleda;58,02;9222;86,1;Región Pacífico
52;Nariño;52079;Barbacoas;2566,76;58878;78;Región Pacífico
52;Nariño;52083;Belén;45,77;6670;48,2;Región Pacífico
52;Nariño;52110;Buesaco;659,74;25213;72,3;Región Pacífico
52;Nariño;52203;Colón;61,05;8950;86,7;Región Pacífico
52;Nariño;52207;Consaca;109,65;14561;84,2;Región Pacífico
52;Nariño;52210;Contadero;44,7;7666;81,8;Región Pacífico
52;Nariño;52215;Córdoba;327,48;16398;80;Región Pacífico
52;Nariño;52224;Cuaspud;59,34;9753;70,3;Región Pacífico
52;Nariño;52227;Cumbal;957,23;38963;81,4;Región Pacífico
52;Nariño;52233;Cumbitara;375,84;6232;71,6;Región Pacífico
52;Nariño;52240;Chachagí¼í;140,25;16022;71;Región Pacífico
52;Nariño;52250;El charco;2283,92;23396;67,2;Región Pacífico
52;Nariño;52254;El peñol;111,79;7804;81,3;Región Pacífico
52;Nariño;52256;El rosario;501,1;13010;85,1;Región Pacífico
52;Nariño;52258;El tablón de gómez;323,6;15184;88,8;Región Pacífico
52;Nariño;52260;El tambo;231,67;14996;62,3;Región Pacífico
52;Nariño;52287;Funes;417,81;7566;56,7;Región Pacífico
52;Nariño;52317;Guachucal;163,66;20578;84,5;Región Pacífico
52;Nariño;52320;Guaitarilla;107,14;12049;61,7;Región Pacífico
52;Nariño;52323;Gualmatán;28,11;7445;57,4;Región Pacífico
52;Nariño;52352;Iles;79,84;8049;72;Región Pacífico
52;Nariño;52354;Imués;81,18;8029;86,3;Región Pacífico
52;Nariño;52356;Ipiales;1570,49;122161;33,4;Región Pacífico
52;Nariño;52378;La cruz;226,62;19655;56,9;Región Pacífico
52;Nariño;52381;La florida;132,32;10591;79,9;Región Pacífico
52;Nariño;52385;La llanada;234,66;6699;51,1;Región Pacífico
52;Nariño;52390;La tola;378,39;7739;61;Región Pacífico
52;Nariño;52399;La unión;144,14;33657;59,8;Región Pacífico
52;Nariño;52405;Leiva;317,24;10263;68,6;Región Pacífico
52;Nariño;52411;Linares;131,39;10651;78;Región Pacífico
52;Nariño;52418;Los andes;948,58;9880;52,8;Región Pacífico
52;Nariño;52427;Magí¼í;1754,91;26239;70,2;Región Pacífico
52;Nariño;52435;Mallama;521,91;9492;86,1;Región Pacífico
52;Nariño;52473;Mosquera;841,52;12687;53,5;Región Pacífico
52;Nariño;52480;Nariño;25,07;4594;39,1;Región Pacífico
52;Nariño;52490;Olaya herrera;942,91;26611;56,9;Región Pacífico
52;Nariño;52506;Ospina;58,95;7475;71,7;Región Pacífico
52;Nariño;52520;Francisco pizarro;488,68;15025;61,2;Región Pacífico
52;Nariño;52540;Policarpa;447,59;10435;73,2;Región Pacífico
